DEPARTAMENTO;MUNICIPIO;POBLADO
ALTA VERAPAZ;Tamahu;Tamahu
ALTA VERAPAZ;Tamahu;Yushilja
ALTA VERAPAZ;Teleman;(Sin poblados listados)
ALTA VERAPAZ;Tucuru;Aldea Nuevo Chixtun
ALTA VERAPAZ;Tucuru;Canaan
ALTA VERAPAZ;Tucuru;Chibich Ruta Del Polochic
ALTA VERAPAZ;Tucuru;Chicoban
ALTA VERAPAZ;Tucuru;Comunidad San Carlos
ALTA VERAPAZ;Tucuru;Comunidad San Green
ALTA VERAPAZ;Tucuru;Pancajche
ALTA VERAPAZ;Tucuru;Papalja
ALTA VERAPAZ;Tucuru;Raxquix
ALTA VERAPAZ;Tucuru;Tucuru
ALTA VERAPAZ;Tucuru;Waxpon
BAJA VERAPAZ;Cubulco;Cubulco
BAJA VERAPAZ;GRANADOS;Aldea Los Pozos
BAJA VERAPAZ;GRANADOS;El Guapinol Granados
BAJA VERAPAZ;GRANADOS;El Sacramento Granados
BAJA VERAPAZ;GRANADOS;El Zapote
BAJA VERAPAZ;GRANADOS;Granados
BAJA VERAPAZ;GRANADOS;La Canoa
BAJA VERAPAZ;GRANADOS;Las Animas
BAJA VERAPAZ;GRANADOS;Las Dandas
BAJA VERAPAZ;GRANADOS;Las Marias
BAJA VERAPAZ;GRANADOS;Llano Grande
BAJA VERAPAZ;GRANADOS;Los Cerritos Saltan
BAJA VERAPAZ;GRANADOS;Los Dantas Granados
BAJA VERAPAZ;GRANADOS;Los Paxtes
BAJA VERAPAZ;GRANADOS;Los Planes
BAJA VERAPAZ;GRANADOS;Oratorio Baja Verapaz
BAJA VERAPAZ;GRANADOS;Potrero Grande Granados
BAJA VERAPAZ;GRANADOS;Saltan
BAJA VERAPAZ;GRANADOS;San Vicente Baja Verapaz
BAJA VERAPAZ;GRANADOS;San Vicente Granados
BAJA VERAPAZ;GRANADOS;Zuasite
BAJA VERAPAZ;PURULHA;Chicoy
BAJA VERAPAZ;PURULHA;El Comunal
BAJA VERAPAZ;PURULHA;El Durazno
BAJA VERAPAZ;PURULHA;Los Encuentros
BAJA VERAPAZ;PURULHA;Papal
BAJA VERAPAZ;PURULHA;Purulha
BAJA VERAPAZ;PURULHA;Rincon Del Quetzal
BAJA VERAPAZ;RABINAL;Chiticoy
BAJA VERAPAZ;RABINAL;Chuaperol
BAJA VERAPAZ;RABINAL;Pichec
BAJA VERAPAZ;RABINAL;Rabinal
BAJA VERAPAZ;RABINAL;Sutun Rabinal
BAJA VERAPAZ;RABINAL;Xolocoy Rabinal
BAJA VERAPAZ;SALAMA;Agencia Caex Salama
BAJA VERAPAZ;SALAMA;Cachil
BAJA VERAPAZ;SALAMA;Caserio Las Palmas
BAJA VERAPAZ;SALAMA;El Tempisque
BAJA VERAPAZ;SALAMA;El Tunal
BAJA VERAPAZ;SALAMA;La Paz I
BAJA VERAPAZ;SALAMA;La Paz Ii
BAJA VERAPAZ;SALAMA;Las Anonas
BAJA VERAPAZ;SALAMA;Las Tunas
BAJA VERAPAZ;SALAMA;Los Limones
BAJA VERAPAZ;SALAMA;Paso Ancho
BAJA VERAPAZ;SALAMA;Payaque
BAJA VERAPAZ;SALAMA;Salama
BAJA VERAPAZ;SALAMA;San Ignacio
BAJA VERAPAZ;SALAMA;San Juan
BAJA VERAPAZ;SALAMA;San Juan I
BAJA VERAPAZ;SALAMA;San Juan Ii
BAJA VERAPAZ;SALAMA;Santa Marta
BAJA VERAPAZ;SAN JERONIMO;Cañas Viejas
BAJA VERAPAZ;SAN JERONIMO;Chilasco
BAJA VERAPAZ;SAN JERONIMO;Cumbre Santa Elena
BAJA VERAPAZ;SAN JERONIMO;El Astillero
BAJA VERAPAZ;SAN JERONIMO;El Cacao
BAJA VERAPAZ;SAN JERONIMO;El Durazno
BAJA VERAPAZ;SAN JERONIMO;El Monjon
BAJA VERAPAZ;SAN JERONIMO;La Union Barrios
BAJA VERAPAZ;SAN JERONIMO;Las Limas
BAJA VERAPAZ;SAN JERONIMO;Los Jocotes
BAJA VERAPAZ;SAN JERONIMO;Los Ramones
BAJA VERAPAZ;SAN JERONIMO;Matanzas
BAJA VERAPAZ;SAN JERONIMO;Niño Perdido
BAJA VERAPAZ;SAN JERONIMO;San Jeronimo
BAJA VERAPAZ;SAN JERONIMO;Santa Barbara
BAJA VERAPAZ;SAN JERONIMO;Santa Catarina
BAJA VERAPAZ;SAN JERONIMO;Sibabaj
BAJA VERAPAZ;SAN MIGUEL CHICAJ;Aldea Chilajom
BAJA VERAPAZ;SAN MIGUEL CHICAJ;Aldea Xixoloc
BAJA VERAPAZ;SAN MIGUEL CHICAJ;El Progreso I San Gabriel
BAJA VERAPAZ;SAN MIGUEL CHICAJ;El Progreso Ii San Gabriel
BAJA VERAPAZ;SAN MIGUEL CHICAJ;Rincon De Jesus
BAJA VERAPAZ;SAN MIGUEL CHICAJ;San Francisco
BAJA VERAPAZ;SAN MIGUEL CHICAJ;San Gabriel Pansuj
BAJA VERAPAZ;SAN MIGUEL CHICAJ;San Miguel Chicaj
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Chiquirines
BAJA VERAPAZ;SANTA CRUZ EL CHOL;El Chol
BAJA VERAPAZ;SANTA CRUZ EL CHOL;El Platanal
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Las Margaritas
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Los Jobos
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Los Lochuyes
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Pueblo Nuevo
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Santa Cruz El Chol
BAJA VERAPAZ;SANTA CRUZ EL CHOL;Trapiche Viejo
CHIMALTENANGO;ACATENANGO;Acatenango
CHIMALTENANGO;ACATENANGO;Pajales I
CHIMALTENANGO;ACATENANGO;Pajales Ii
CHIMALTENANGO;ACATENANGO;San Antonio Nejapa
CHIMALTENANGO;CHIMALTENANGO;Agencia Caex Chimaltenango
CHIMALTENANGO;CHIMALTENANGO;Chimaltenango
CHIMALTENANGO;CHIMALTENANGO;Colonia Puerto Rico
CHIMALTENANGO;CHIMALTENANGO;La Alameda
CHIMALTENANGO;CHIMALTENANGO;Los Aposentos
CHIMALTENANGO;EL TEJAR;El Tejar
CHIMALTENANGO;PARRAMOS;Parramos
CHIMALTENANGO;Patzicia;El Caman
CHIMALTENANGO;Patzicia;Patzicia
CHIMALTENANGO;Patzun;Patzun
CHIMALTENANGO;POCHUTA;San Miguel Pochuta
CHIMALTENANGO;SAN ANDRES IZTAPA;San Andres Itzapa
CHIMALTENANGO;SAN ANDRES IZTAPA;San Andres Itzapa
CHIMALTENANGO;SAN JOSE POAQUIL;San Jose Poaquil
CHIMALTENANGO;SAN JUAN COMALAPA;San Juan Comalapa
CHIMALTENANGO;SAN MARTIN JILOTEPEQUE;Aldea Las Escobas
CHIMALTENANGO;SAN MARTIN JILOTEPEQUE;La Vega De Godinez
CHIMALTENANGO;SAN MARTIN JILOTEPEQUE;Las Escobas
CHIMALTENANGO;SAN MARTIN JILOTEPEQUE;San Martin Jilotepeque
CHIMALTENANGO;SAN PEDRO YEPOCAPA;San Pedro Yepocapa
CHIMALTENANGO;SAN PEDRO YEPOCAPA;San Pedro Yepocapa
CHIMALTENANGO;SANTA APOLONIA;Santa Apolonia
CHIMALTENANGO;SANTA CRUZ BALANYA;Aldea Chimazat
CHIMALTENANGO;SANTA CRUZ BALANYA;Santa Cruz Balanya
CHIMALTENANGO;TECPAN GUATEMALA;Aldea Chirijuyu
CHIMALTENANGO;TECPAN GUATEMALA;Tecpan
CHIMALTENANGO;ZARAGOZA;Aldea Rincon Chiquito
CHIMALTENANGO;ZARAGOZA;Aldea Rincon Grande
CHIMALTENANGO;ZARAGOZA;Zaragoza
CHIQUIMULA;CAMOTAN;Brasilar
CHIQUIMULA;CAMOTAN;Camotan
CHIQUIMULA;CAMOTAN;Caparja
CHIQUIMULA;CAMOTAN;El Florido
CHIQUIMULA;CAMOTAN;La Libertad
CHIQUIMULA;CAMOTAN;La Rebalsa
CHIQUIMULA;CAMOTAN;Pajco
CHIQUIMULA;CAMOTAN;Shupa
CHIQUIMULA;CHIQUIMULA;Agencia Caex Chiquimula
CHIQUIMULA;CHIQUIMULA;Banvi
CHIQUIMULA;CHIQUIMULA;Barrio El Jurgallon
CHIQUIMULA;CHIQUIMULA;El Ingeniero
CHIQUIMULA;CHIQUIMULA;El Maestro
CHIQUIMULA;CHIQUIMULA;El Molino
CHIQUIMULA;CHIQUIMULA;El Obraje
CHIQUIMULA;CHIQUIMULA;Jicaral
CHIQUIMULA;CHIQUIMULA;La Colina
CHIQUIMULA;CHIQUIMULA;La Laguna
CHIQUIMULA;CHIQUIMULA;Las Flores
CHIQUIMULA;CHIQUIMULA;Maraxcó
CHIQUIMULA;CHIQUIMULA;Petapilla
CHIQUIMULA;CHIQUIMULA;Planes De San Josè
CHIQUIMULA;CHIQUIMULA;Sabana Grande
CHIQUIMULA;CHIQUIMULA;San Esteban
CHIQUIMULA;CHIQUIMULA;San Jorge
CHIQUIMULA;CHIQUIMULA;Santa Elena
CHIQUIMULA;CHIQUIMULA;Shusho Abajo
CHIQUIMULA;CHIQUIMULA;Tierra Colorada
CHIQUIMULA;CHIQUIMULA;Vado Hondo
CHIQUIMULA;CHIQUIMULA;Zona 1
CHIQUIMULA;CHIQUIMULA;Zona 2
CHIQUIMULA;CHIQUIMULA;Zona 3
CHIQUIMULA;CHIQUIMULA;Zona 4
CHIQUIMULA;CHIQUIMULA;Zona 5
CHIQUIMULA;CHIQUIMULA;Zona 6
CHIQUIMULA;CHIQUIMULA;Zona 7
CHIQUIMULA;CONCEPCION LAS MINAS;Alambrados
CHIQUIMULA;CONCEPCION LAS MINAS;Aldea Apantes
CHIQUIMULA;CONCEPCION LAS MINAS;Anguiatu
CHIQUIMULA;CONCEPCION LAS MINAS;Conacaste
CHIQUIMULA;CONCEPCION LAS MINAS;Concepcion Las Minas
CHIQUIMULA;CONCEPCION LAS MINAS;Cruz Calle
CHIQUIMULA;CONCEPCION LAS MINAS;Dolores
CHIQUIMULA;CONCEPCION LAS MINAS;El Obraje
CHIQUIMULA;CONCEPCION LAS MINAS;El Rodeo
CHIQUIMULA;CONCEPCION LAS MINAS;Guacamayas
CHIQUIMULA;CONCEPCION LAS MINAS;La Ermita
CHIQUIMULA;CONCEPCION LAS MINAS;La Leona
CHIQUIMULA;CONCEPCION LAS MINAS;Los Limones
CHIQUIMULA;CONCEPCION LAS MINAS;Rodeito
CHIQUIMULA;CONCEPCION LAS MINAS;Rodeo El Espino
CHIQUIMULA;CONCEPCION LAS MINAS;San Antonio
CHIQUIMULA;ESQUIPULAS;Agencia Caex Esquipulas
CHIQUIMULA;ESQUIPULAS;Atulapa
CHIQUIMULA;ESQUIPULAS;Bueyeros
CHIQUIMULA;ESQUIPULAS;Cafetales
CHIQUIMULA;ESQUIPULAS;Chanmagua
CHIQUIMULA;ESQUIPULAS;El Rodeo
CHIQUIMULA;ESQUIPULAS;Frontera Agua Caliente
CHIQUIMULA;ESQUIPULAS;Olopita
CHIQUIMULA;ESQUIPULAS;Pinalito Jagua
CHIQUIMULA;ESQUIPULAS;Santa Rosalía
CHIQUIMULA;ESQUIPULAS;Tontoles
CHIQUIMULA;ESQUIPULAS;Zona 1
CHIQUIMULA;ESQUIPULAS;Zona 2
CHIQUIMULA;ESQUIPULAS;Zona 3
CHIQUIMULA;ESQUIPULAS;Zona 4
CHIQUIMULA;ESQUIPULAS;Zona 5
CHIQUIMULA;IPALA;Cececapa
CHIQUIMULA;IPALA;Dolores
CHIQUIMULA;IPALA;El Amatillo
CHIQUIMULA;IPALA;El Obraje
CHIQUIMULA;IPALA;El Sauce
CHIQUIMULA;IPALA;Ipala
CHIQUIMULA;IPALA;Jicamapa
CHIQUIMULA;IPALA;Posa De La Pila
CHIQUIMULA;IPALA;San Francisco
CHIQUIMULA;IPALA;San Isidro
CHIQUIMULA;IPALA;Zona 1
CHIQUIMULA;IPALA;Zona 2
CHIQUIMULA;IPALA;Zona 3
CHIQUIMULA;IPALA;Zona 4
CHIQUIMULA;JOCOTAN;El Florido
CHIQUIMULA;JOCOTAN;Jocotan
CHIQUIMULA;JOCOTAN;La Calavera
CHIQUIMULA;JOCOTAN;Las Crucitas Jocotan
CHIQUIMULA;JOCOTAN;Los Vados
CHIQUIMULA;OLOPA;Calera
CHIQUIMULA;OLOPA;El Chucte
CHIQUIMULA;OLOPA;Nochan
CHIQUIMULA;OLOPA;Olopa
CHIQUIMULA;OLOPA;Tituque
CHIQUIMULA;QUETZALTEPEQUE;Azacualpa
CHIQUIMULA;QUETZALTEPEQUE;El Recibimiento
CHIQUIMULA;QUETZALTEPEQUE;Encuentros Abajo
CHIQUIMULA;QUETZALTEPEQUE;Encuentros Arriba
CHIQUIMULA;QUETZALTEPEQUE;Guatalon
CHIQUIMULA;QUETZALTEPEQUE;Llano Grande
CHIQUIMULA;QUETZALTEPEQUE;Padre Miguel
CHIQUIMULA;QUETZALTEPEQUE;Piedras Azules
CHIQUIMULA;QUETZALTEPEQUE;Rio Grande
CHIQUIMULA;QUETZALTEPEQUE;Salfate
CHIQUIMULA;QUETZALTEPEQUE;Yocon
CHIQUIMULA;QUETZALTEPEQUE;Zona 1
CHIQUIMULA;QUETZALTEPEQUE;Zona 2
CHIQUIMULA;SAN JACINTO;Pastores
CHIQUIMULA;SAN JACINTO;San Jacinto
CHIQUIMULA;SAN JACINTO;San Jorge
CHIQUIMULA;SAN JACINTO;Tamarindo
CHIQUIMULA;SAN JACINTO;Ticanlú Abajo
CHIQUIMULA;SAN JOSE LA ARADA;Chororoguá
CHIQUIMULA;SAN JOSE LA ARADA;Chororogua
CHIQUIMULA;SAN JOSE LA ARADA;El Rincon
CHIQUIMULA;SAN JOSE LA ARADA;Los Cimientos
CHIQUIMULA;SAN JOSE LA ARADA;San Jose La Arada
CHIQUIMULA;SAN JOSE LA ARADA;Saspan
CHIQUIMULA;SAN JOSE LA ARADA;Tierra Colorada
CHIQUIMULA;SAN JOSE LA ARADA;Vega Arriba
CHIQUIMULA;SAN JUAN ERMITA;La Ceibita
CHIQUIMULA;SAN JUAN ERMITA;Las Veguitas
CHIQUIMULA;SAN JUAN ERMITA;Los Planes
CHIQUIMULA;SAN JUAN ERMITA;San Juan Ermita
CHIQUIMULA;SAN JUAN ERMITA;Ticanlu
EL PROGRESO;EL JICARO;El Jicaro
EL PROGRESO;EL JICARO;El Jute
EL PROGRESO;EL JICARO;Espiritu Santo
EL PROGRESO;EL JICARO;Las Anonas
EL PROGRESO;EL JICARO;Las Ovejas
EL PROGRESO;EL JICARO;Llano De Jesus
EL PROGRESO;EL JICARO;Lo De China
EL PROGRESO;EL JICARO;Los Bordos
EL PROGRESO;EL JICARO;Paso De Jalapas
EL PROGRESO;EL JICARO;San Antonio Aguas Calientes
EL PROGRESO;EL JICARO;Santa Cruz
EL PROGRESO;EL JICARO;Santa Lucia Los Ocotes
EL PROGRESO;EL JICARO;Santa Rosalía
EL PROGRESO;GUASTATOYA;Agencia Caex Guastatoya
EL PROGRESO;GUASTATOYA;Aldea Casas Viejas
EL PROGRESO;GUASTATOYA;Aldea El Callejon
EL PROGRESO;GUASTATOYA;Aldea El Subinal
EL PROGRESO;GUASTATOYA;Aldea Las Morales
EL PROGRESO;GUASTATOYA;Aldea Palo Amontonado
EL PROGRESO;GUASTATOYA;Aldea Piedra Parada
EL PROGRESO;GUASTATOYA;Aldea Santa Lucia
EL PROGRESO;GUASTATOYA;Aldea Santa Rita
EL PROGRESO;GUASTATOYA;El Naranjo
EL PROGRESO;GUASTATOYA;La Libertad
EL PROGRESO;GUASTATOYA;Tierra Blanca
EL PROGRESO;GUASTATOYA;Zona 1
EL PROGRESO;GUASTATOYA;Zona 2 - Guastatoya
EL PROGRESO;GUASTATOYA;Zona 3
EL PROGRESO;GUASTATOYA;Zona 4 Guastatoya
EL PROGRESO;GUASTATOYA;Zona 5
EL PROGRESO;GUASTATOYA;Zona 6
EL PROGRESO;MORAZAN;Agua Caliente
EL PROGRESO;MORAZAN;Aristondos
EL PROGRESO;MORAZAN;Buena Vista
EL PROGRESO;MORAZAN;Casas Viejas, Guastatoya 
EL PROGRESO;MORAZAN;El Carrizo
EL PROGRESO;MORAZAN;El Coyote
EL PROGRESO;MORAZAN;El Moral
EL PROGRESO;MORAZAN;El Zapote Morazán
EL PROGRESO;MORAZAN;Los Leones
EL PROGRESO;MORAZAN;Los Tablones
EL PROGRESO;MORAZAN;Marajuma
EL PROGRESO;MORAZAN;Morazan
EL PROGRESO;MORAZAN;Plan De Las Flores
EL PROGRESO;MORAZAN;San Diego
EL PROGRESO;MORAZAN;San Miguel Buena Vista Morazán
EL PROGRESO;MORAZAN;Santa Lucia
EL PROGRESO;San Agustin Acasaguastlan;El Rancho
EL PROGRESO;San Agustin Acasaguastlan;Las Champas El Rancho
EL PROGRESO;San Agustin Acasaguastlan;Pasasagua
EL PROGRESO;San Agustin Acasaguastlan;San Agustin Acasaguastlan
EL PROGRESO;San Agustin Acasaguastlan;Santa Gertrudis
EL PROGRESO;San Agustin Acasaguastlan;Tulumaje
EL PROGRESO;San Agustin Acasaguastlan;Tulumajillo
EL PROGRESO;SAN ANTONIO LA PAZ;Agua Caliente
EL PROGRESO;SAN ANTONIO LA PAZ;Cucajol
EL PROGRESO;SAN ANTONIO LA PAZ;Dolores
EL PROGRESO;SAN ANTONIO LA PAZ;El Chile
EL PROGRESO;SAN ANTONIO LA PAZ;El Chorro
EL PROGRESO;SAN ANTONIO LA PAZ;El Hato
EL PROGRESO;SAN ANTONIO LA PAZ;Llano Largo
EL PROGRESO;SAN ANTONIO LA PAZ;Los Planes
EL PROGRESO;SAN ANTONIO LA PAZ;San Antonio La Paz
EL PROGRESO;SAN ANTONIO LA PAZ;Sansare
EL PROGRESO;SAN ANTONIO LA PAZ;Santo Domingo Los Ocotes
EL PROGRESO;San Cristobal Acasaguastlan;La Estancia De La Virgen
EL PROGRESO;San Cristobal Acasaguastlan;Manzanal
EL PROGRESO;San Cristobal Acasaguastlan;San Cristobal Acasaguastlan
EL PROGRESO;SANARATE;Agua Salobrega
EL PROGRESO;SANARATE;Aldea El Carrizo
EL PROGRESO;SANARATE;Aldea La Coyotera
EL PROGRESO;SANARATE;Aldea Monte Grande
EL PROGRESO;SANARATE;Aldea Santa Cruz
EL PROGRESO;SANARATE;Calzada CD San José
EL PROGRESO;SANARATE;El Amatillo
EL PROGRESO;SANARATE;El Cobano Saranate
EL PROGRESO;SANARATE;El Conacaste
EL PROGRESO;SANARATE;El Conacaston
EL PROGRESO;SANARATE;El Sinaca
EL PROGRESO;SANARATE;Jutiapilla
EL PROGRESO;SANARATE;Las Tunas
EL PROGRESO;SANARATE;Llanos De Morales
EL PROGRESO;SANARATE;Los Cerritos
EL PROGRESO;SANARATE;Montepeque
EL PROGRESO;SANARATE;Puente Platanos
EL PROGRESO;SANARATE;San Juan Las Flores
EL PROGRESO;SANARATE;Sansirisai
EL PROGRESO;SANARATE;Tierra Blanca
EL PROGRESO;SANARATE;Upayon
EL PROGRESO;SANARATE;Zona 1 - Sanarate
EL PROGRESO;SANARATE;Zona 2 - Sanarate
EL PROGRESO;SANARATE;Zona 3
EL PROGRESO;SANARATE;Zona 4
EL PROGRESO;SANARATE;Zona 5
EL PROGRESO;SANARATE;Zona 6
EL PROGRESO;SANSARE;La Montañita
EL PROGRESO;SANSARE;La Trinidad
EL PROGRESO;SANSARE;Las Cabezas
EL PROGRESO;SANSARE;Llano Grande
EL PROGRESO;SANSARE;Los Cerritos
EL PROGRESO;SANSARE;Poza Verde
EL PROGRESO;SANSARE;Rio Grande
EL PROGRESO;SANSARE;San Felipe La Tabla
EL PROGRESO;SANSARE;Sansare
ESCUINTLA;Escuintla;Agencia Caex Escuintla
ESCUINTLA;Escuintla;Aldea Las Chapernas
ESCUINTLA;Escuintla;Brito (Aldea)
ESCUINTLA;Escuintla;El Florido Aceituno
ESCUINTLA;Escuintla;El Recuerdo
ESCUINTLA;Escuintla;El Rodeo
ESCUINTLA;Escuintla;El Salto
ESCUINTLA;Escuintla;El Zapote
ESCUINTLA;Escuintla;Escuintla
ESCUINTLA;Escuintla;Finca Santo Tomas (Aqua Park)
ESCUINTLA;Escuintla;Ingenio Concepcion
ESCUINTLA;Escuintla;Ingenio Santa Ana
ESCUINTLA;Escuintla;Los Lirios, Escuintla, Guatemala 
ESCUINTLA;Escuintla;San Antonio Buena Vista
ESCUINTLA;Escuintla;San Carlos Canada
ESCUINTLA;Escuintla;San Gabriel
ESCUINTLA;Escuintla;San Juan Mixtan
ESCUINTLA;Escuintla;San Luis Buena Vista
ESCUINTLA;Escuintla;Sidegua
ESCUINTLA;Escuintla;Vallarta
ESCUINTLA;Escuintla;Versalles
ESCUINTLA;Escuintla;zona 1
ESCUINTLA;Escuintla;Zona 2
ESCUINTLA;Escuintla;Zona 3
ESCUINTLA;Escuintla;Zona 4
ESCUINTLA;Escuintla;Zona 5
ESCUINTLA;Guanagazapa;Guanagazapa
ESCUINTLA;Guanagazapa;Las Flores
ESCUINTLA;IZTAPA;Blanca Cecilia
ESCUINTLA;IZTAPA;Buena Vista
ESCUINTLA;IZTAPA;Carrizo
ESCUINTLA;IZTAPA;Conacaste
ESCUINTLA;IZTAPA;El Astillero
ESCUINTLA;IZTAPA;El Carrizal
ESCUINTLA;IZTAPA;El Gariton
ESCUINTLA;IZTAPA;El Guayabo (Aldea)
ESCUINTLA;IZTAPA;El Moron
ESCUINTLA;IZTAPA;El Pumpo (Aldea)
ESCUINTLA;IZTAPA;Iztapa
ESCUINTLA;IZTAPA;La Providencia
ESCUINTLA;IZTAPA;Las Delicias
ESCUINTLA;IZTAPA;Las Morenas
ESCUINTLA;IZTAPA;Likin
ESCUINTLA;IZTAPA;Puerta De Hierro
ESCUINTLA;IZTAPA;Puerto Iztapa
ESCUINTLA;IZTAPA;Puerto Viejo
ESCUINTLA;IZTAPA;Wiscoyol (Parcelamiento)
ESCUINTLA;LA DEMOCRACIA;Ceiba Amelia
ESCUINTLA;LA DEMOCRACIA;El Arenal
ESCUINTLA;LA DEMOCRACIA;El Pilar (Aldea)
ESCUINTLA;LA DEMOCRACIA;Ingenio Magdalena
ESCUINTLA;LA DEMOCRACIA;La Democracia
ESCUINTLA;LA DEMOCRACIA;Velasquitos
ESCUINTLA;LA GOMERA;El Estero
ESCUINTLA;LA GOMERA;El Paredon
ESCUINTLA;LA GOMERA;El Terrero
ESCUINTLA;LA GOMERA;La Empalizada
ESCUINTLA;LA GOMERA;La Gomera
ESCUINTLA;LA GOMERA;Las Playas
ESCUINTLA;LA GOMERA;Las Pozas (Aldea)
ESCUINTLA;LA GOMERA;Los Chatos
ESCUINTLA;LA GOMERA;Parcelamiento El Silencio
ESCUINTLA;LA GOMERA;Parcelamiento Las Cruces
ESCUINTLA;LA GOMERA;San Jeronimo
ESCUINTLA;LA GOMERA;San Jose Nuevo Mundo
ESCUINTLA;LA GOMERA;Sipacate
ESCUINTLA;LA GOMERA;Texcuaco (Aldea)
ESCUINTLA;MASAGUA;Cuyuta Masagua
ESCUINTLA;MASAGUA;El Milagro Masagua
ESCUINTLA;MASAGUA;Finca La Trinidad
ESCUINTLA;MASAGUA;Las Guacas
ESCUINTLA;MASAGUA;Masagua
ESCUINTLA;MASAGUA;San Miguel Las Flores
ESCUINTLA;MASAGUA;Santa Luisa (Aldea)
ESCUINTLA;NUEVA CONCEPCION;Centro 2
ESCUINTLA;NUEVA CONCEPCION;El Chirivisco
ESCUINTLA;NUEVA CONCEPCION;El Juxte
ESCUINTLA;NUEVA CONCEPCION;El Novillero
ESCUINTLA;NUEVA CONCEPCION;El Reparo
ESCUINTLA;NUEVA CONCEPCION;El Semillero
ESCUINTLA;NUEVA CONCEPCION;Estrellas Del Sur
ESCUINTLA;NUEVA CONCEPCION;La Nueva Concepcion
ESCUINTLA;NUEVA CONCEPCION;Las Flores
ESCUINTLA;NUEVA CONCEPCION;Las Trochas
ESCUINTLA;NUEVA CONCEPCION;Nueva Concepcion
ESCUINTLA;NUEVA CONCEPCION;Nueva concepción Las Pampas
ESCUINTLA;NUEVA CONCEPCION;Palo Blanco
ESCUINTLA;NUEVA CONCEPCION;San Jose Mogollon
ESCUINTLA;NUEVA CONCEPCION;Santa Ana Mixtan
ESCUINTLA;NUEVA CONCEPCION;Santa Clara
ESCUINTLA;NUEVA CONCEPCION;Tecojate
ESCUINTLA;NUEVA CONCEPCION;Trocha Del Tigre
ESCUINTLA;PALIN;Palin
ESCUINTLA;PUERTO SAN JOSE;Agencia Caex Puerto San José
ESCUINTLA;PUERTO SAN JOSE;Arizona
ESCUINTLA;PUERTO SAN JOSE;Boton Blanco
ESCUINTLA;PUERTO SAN JOSE;Cataras De Uxmel
ESCUINTLA;PUERTO SAN JOSE;Chulamar
ESCUINTLA;PUERTO SAN JOSE;El Campamento La Barrita
ESCUINTLA;PUERTO SAN JOSE;El Carrizo
ESCUINTLA;PUERTO SAN JOSE;El Naranjo
ESCUINTLA;PUERTO SAN JOSE;Juan Gaviota
ESCUINTLA;PUERTO SAN JOSE;La Barrita Vieja
ESCUINTLA;PUERTO SAN JOSE;La Guardiania
ESCUINTLA;PUERTO SAN JOSE;La Libertad
ESCUINTLA;PUERTO SAN JOSE;La Virgen
ESCUINTLA;PUERTO SAN JOSE;Las Pampas
ESCUINTLA;PUERTO SAN JOSE;Linares
ESCUINTLA;PUERTO SAN JOSE;Llanitos
ESCUINTLA;PUERTO SAN JOSE;Malibu 1 Y 2
ESCUINTLA;PUERTO SAN JOSE;Marinas Del Sur
ESCUINTLA;PUERTO SAN JOSE;Obrero
ESCUINTLA;PUERTO SAN JOSE;Parcelamiento Los Angeles
ESCUINTLA;PUERTO SAN JOSE;Puerto Quetzal
ESCUINTLA;PUERTO SAN JOSE;Puerto San Jose
ESCUINTLA;PUERTO SAN JOSE;Puerto San José
ESCUINTLA;PUERTO SAN JOSE;Quintas de Samayoa
ESCUINTLA;PUERTO SAN JOSE;Rancho Siguacan
ESCUINTLA;PUERTO SAN JOSE;Santa Isabel
ESCUINTLA;PUERTO SAN JOSE;Torremolinos
ESCUINTLA;SAN VICENTE PACAYA;San Vicente Pacaya
ESCUINTLA;Santa Lucia Cotzumalguapa;Agencia Caex Santa Lucia
ESCUINTLA;Santa Lucia Cotzumalguapa;Aldea El Rosario
ESCUINTLA;Santa Lucia Cotzumalguapa;Buenos Aires
ESCUINTLA;Santa Lucia Cotzumalguapa;Camantulul
ESCUINTLA;Santa Lucia Cotzumalguapa;Cañaverales
ESCUINTLA;Santa Lucia Cotzumalguapa;Canton Las Animas
ESCUINTLA;Santa Lucia Cotzumalguapa;Cerro Colorado
ESCUINTLA;Santa Lucia Cotzumalguapa;Chontel (Aldea)
ESCUINTLA;Santa Lucia Cotzumalguapa;Colonia Maya
ESCUINTLA;Santa Lucia Cotzumalguapa;El Baul
ESCUINTLA;Santa Lucia Cotzumalguapa;El Socorro
ESCUINTLA;Santa Lucia Cotzumalguapa;El Triunfo
ESCUINTLA;Santa Lucia Cotzumalguapa;Ingenio La Union
ESCUINTLA;Santa Lucia Cotzumalguapa;La Adelina
ESCUINTLA;Santa Lucia Cotzumalguapa;Las Joyas
ESCUINTLA;Santa Lucia Cotzumalguapa;Los Tarros
ESCUINTLA;Santa Lucia Cotzumalguapa;Miriam 1 Y 2
ESCUINTLA;Santa Lucia Cotzumalguapa;Parcelamiento El Cajon
ESCUINTLA;Santa Lucia Cotzumalguapa;Rio Santiago
ESCUINTLA;Santa Lucia Cotzumalguapa;San Pedrito
